image_path,Oil_leakage_score,Corrosion_score,Rust_score,Paint_fading_score,Bushing_cracks_score,Broken_connectors_score,Insulator_contamination_score,Burnt_marks_/_overheating_score,Deformed_tank_/_bent_fins_score,Loose_or_unsafe_wiring_score,Dust_accumulation_score,Gasket_leakage_score,Damaged_or_bent_pole_structure_score,Overall_Health_Index
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\2525.jpg,3,1,1,1,1,1,3,1,1,6,1,1,1,22
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\110.jpg,6,3,3,3,3,3,3,3,3,4,2,6,6,48
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\5169.jpg,3,0,3,2,0,5,2,3,0,0,2,2,1,42
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\2090.jpg,3,1,1,1,6,1,3,1,1,6,1,1,1,27
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\5137.jpg,4,0,4,3,3,2,3,5,0,3,3,4,4,57
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3917.jpg,2,3,1,3,1,2,2,0,5,5,1,1,1,13
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\240.jpg,6,3,3,3,3,5,3,3,3,4,2,6,6,46
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\5012.jpg,2,3,4,5,3,3,5,5,3,5,3,0,1,29
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\1501.jpg,3,0,3,2,4,1,0,4,5,5,1,1,3,55
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\4198.jpg,3,1,0,0,3,2,3,0,4,4,3,2,3,24
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3386.jpg,3,1,1,1,1,1,3,1,1,6,1,1,1,22
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\759.jpg,2,1,1,4,4,4,0,5,3,0,5,2,3,15
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\732.jpg,1,2,3,3,3,5,3,1,3,1,1,1,6,33
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3728.jpg,1,3,3,3,3,5,3,1,3,1,1,1,6,30
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\1986.jpg,3,1,1,6,1,1,6,1,1,6,1,1,1,30
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\412.jpg,1,1,1,1,3,5,3,1,1,1,1,1,6,26
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\2476.jpg,3,3,3,1,6,1,3,1,1,6,1,1,1,31
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\2085.jpg,3,1,1,1,6,1,3,1,1,6,1,1,1,27
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\825.jpg,0,5,1,3,0,0,5,1,1,0,0,1,2,28
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\2396.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,13
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3299.jpg,3,1,1,1,1,1,6,1,1,6,1,1,1,25
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\2914.jpg,3,3,1,6,6,1,3,1,1,6,1,1,1,34
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\4912.jpg,4,2,4,2,3,5,4,4,0,3,0,3,5,55
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\2454.jpg,3,3,3,1,6,1,3,1,1,6,1,1,1,31
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\2959.jpg,3,3,3,1,6,1,3,1,1,6,1,1,1,31
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\1334.jpg,1,4,3,3,2,5,4,4,4,2,3,0,5,26
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3865.jpg,1,3,3,3,3,3,3,1,3,1,1,1,6,27
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3008.jpg,3,1,1,3,1,1,6,1,1,6,1,1,1,27
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\1511.jpg,3,0,3,2,4,1,0,4,5,5,1,1,3,55
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\1357.jpg,5,0,5,1,0,1,4,1,0,0,2,2,3,34
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\1890.jpg,3,1,1,6,6,1,3,1,1,6,1,1,1,32
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\4105.jpg,2,4,3,2,3,3,3,3,5,5,3,4,1,40
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\2910.jpg,3,3,1,6,6,1,3,1,1,6,1,1,1,34
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3310.jpg,3,1,1,1,1,1,6,1,1,6,1,1,1,25
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3201.jpg,3,1,1,6,6,1,6,1,1,6,1,1,1,35
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\1927.jpg,3,1,1,6,6,1,3,1,1,6,1,1,1,32
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\1036.jpg,4,0,3,4,3,4,5,0,0,0,3,5,5,43
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\2134.jpg,3,1,1,6,1,1,3,1,1,6,1,1,1,27
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3090.jpg,3,1,1,1,1,1,6,1,1,6,1,1,1,25
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\2958.jpg,3,3,3,1,6,1,3,1,1,6,1,1,1,31
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\4776.jpg,0,3,3,3,2,0,0,2,2,1,5,2,1,42
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\4044.jpg,5,0,4,2,2,2,3,2,2,3,2,4,3,23
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\62.jpg,4,1,1,1,3,3,3,1,1,4,2,4,1,29
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\4286.jpg,5,4,2,2,2,5,3,3,0,3,5,4,5,16
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\4055.jpg,5,5,2,2,2,4,2,5,3,1,4,4,2,35
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\4088.jpg,2,0,1,5,4,1,5,2,0,5,4,4,5,54
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\1418.jpg,3,0,5,3,0,1,1,1,1,3,4,1,1,16
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\958.jpg,0,2,3,0,2,0,5,4,2,0,3,3,1,52
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3903.jpg,4,1,4,4,5,0,0,2,3,1,1,2,2,45
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\1633.jpg,3,3,3,6,1,1,3,1,1,6,1,1,1,31
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\517.jpg,1,2,3,3,3,3,3,1,3,1,1,1,6,32
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\2944.jpg,3,3,3,1,6,1,3,1,1,6,1,1,1,31
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3138.jpg,3,1,1,1,1,1,6,1,1,6,1,1,1,25
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\191.jpg,4,3,3,3,3,3,3,3,3,4,2,4,6,40
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3195.jpg,3,1,1,6,6,1,6,1,1,6,1,1,1,35
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\1320.jpg,5,1,5,5,5,5,5,3,3,5,5,2,3,27
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\2094.jpg,3,1,1,1,6,1,3,1,1,6,1,1,1,27
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\1309.jpg,5,1,5,5,5,5,5,3,3,5,5,2,3,27
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\2773.jpg,3,1,1,6,6,1,6,1,1,6,1,1,1,35
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\1691.jpg,3,3,3,6,1,1,3,1,1,6,1,1,1,31
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\548.jpg,1,1,1,1,3,5,3,1,1,1,1,1,6,26
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\5050.jpg,2,5,5,5,0,4,2,2,0,5,3,0,1,21
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3960.jpg,4,1,2,1,2,5,3,3,4,5,1,4,0,48
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3445.jpg,3,1,1,1,1,1,6,1,1,6,1,1,1,25
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3289.jpg,3,1,1,1,1,1,3,1,1,6,1,1,1,22
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3481.jpg,3,1,1,1,1,1,6,1,1,6,1,1,1,25
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\196.jpg,4,3,3,3,3,3,3,3,3,4,2,4,6,40
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\4662.jpg,3,0,5,0,2,1,3,2,3,2,5,3,2,60
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\1926.jpg,3,1,1,6,6,1,3,1,1,6,1,1,1,32
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\1419.jpg,3,0,5,3,0,1,1,1,1,3,4,1,1,16
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\2917.jpg,3,3,1,6,6,1,3,1,1,6,1,1,1,34
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\843.jpg,4,4,3,2,4,0,4,5,1,5,5,2,5,42
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3536.jpg,3,1,1,1,1,1,3,1,1,6,1,1,1,22
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\1593.jpg,2,0,5,3,2,1,5,5,5,2,3,4,2,38
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\836.jpg,0,5,1,3,0,0,5,1,1,0,0,1,2,28
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\4158.jpg,1,2,2,2,4,4,2,3,3,5,2,1,5,39
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\4057.jpg,5,5,2,2,2,4,2,5,3,1,4,4,2,35
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\405.jpg,1,1,1,1,3,5,3,1,1,1,1,1,6,26
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\469.jpg,1,3,3,3,3,5,3,1,3,1,1,1,6,35
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\4352.jpg,3,0,1,3,5,0,5,0,3,2,2,4,5,10
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3314.jpg,3,1,1,1,1,1,6,1,1,6,1,1,1,25
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3922.jpg,2,3,1,3,1,2,2,0,5,5,1,1,1,13
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\4453.jpg,0,4,5,2,0,3,2,2,2,2,2,1,5,25
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\1409.jpg,3,0,5,3,0,1,1,1,1,3,4,1,1,16
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3343.jpg,3,1,1,1,1,1,6,1,1,6,1,1,1,25
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\399.jpg,1,1,1,1,3,5,3,1,1,1,1,1,6,26
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\1119.jpg,5,4,1,2,3,2,5,5,1,4,2,0,5,56
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\4459.jpg,0,4,5,2,0,3,2,2,2,2,2,1,5,25
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3064.jpg,3,1,1,1,1,1,6,1,1,6,1,1,1,25
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\1956.jpg,3,1,1,6,1,1,3,1,1,6,1,1,1,27
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3018.jpg,3,1,1,3,1,1,6,1,1,6,1,1,1,27
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\5030.jpg,5,3,2,5,3,4,0,2,2,3,3,2,1,17
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\688.jpg,1,2,1,1,3,5,3,1,1,1,1,1,6,27
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\4812.jpg,0,4,2,0,2,3,4,5,4,3,5,0,4,14
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\357.jpg,1,1,3,3,3,5,3,1,3,1,1,1,6,28
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\1077.jpg,0,3,0,2,1,0,3,5,4,5,1,2,1,24
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\261.jpg,1,1,3,3,3,5,3,1,3,1,1,1,6,28
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3849.jpg,1,3,3,3,3,5,3,1,3,1,1,1,6,30
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3778.jpg,1,2,1,1,3,3,3,1,1,1,1,1,3,22
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\4815.jpg,0,4,2,0,2,3,4,5,4,3,5,0,4,14
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\1742.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,13
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\1000.jpg,2,3,3,2,4,3,0,3,0,2,1,4,2,13
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3316.jpg,3,1,1,1,1,1,6,1,1,6,1,1,1,25
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\4173.jpg,3,0,0,5,2,0,4,1,2,4,5,2,1,34
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\1769.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,13
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3771.jpg,1,2,1,1,3,3,3,1,1,1,1,1,3,22
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\5006.jpg,2,3,4,5,3,3,5,5,3,5,3,0,1,29
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\1549.jpg,2,4,2,3,1,0,3,5,1,0,0,0,5,50
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3484.jpg,3,1,1,1,1,1,6,1,1,6,1,1,1,25
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\1964.jpg,3,1,1,6,1,1,3,1,1,6,1,1,1,27
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\715.jpg,1,2,3,3,3,5,3,1,3,1,1,1,6,33
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\2068.jpg,3,1,1,6,1,1,6,1,1,6,1,1,1,30
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\878.jpg,5,5,5,3,5,2,5,5,4,2,2,1,5,16
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\2218.jpg,3,1,1,3,1,1,3,1,1,6,1,1,1,24
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\1113.jpg,3,3,5,0,4,2,0,4,0,1,4,1,1,15
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3098.jpg,3,1,1,1,1,1,6,1,1,6,1,1,1,25
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\526.jpg,1,2,3,3,3,3,3,1,3,1,1,1,6,32
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3449.jpg,3,1,1,1,1,1,6,1,1,6,1,1,1,25
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\1492.jpg,3,0,3,2,4,1,0,4,5,5,1,1,3,55
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\161.jpg,4,1,1,1,3,3,3,1,1,4,2,4,6,35
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\1400.jpg,4,4,1,5,1,2,2,5,1,3,0,1,1,59
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3430.jpg,3,1,1,1,1,1,6,1,1,6,1,1,1,25
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3251.jpg,3,1,1,1,1,1,6,1,1,6,1,1,1,25
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3319.jpg,3,1,1,1,1,1,6,1,1,6,1,1,1,25
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\1352.jpg,5,0,5,1,0,1,4,1,0,0,2,2,3,34
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\2980.jpg,1,1,1,1,1,1,1,1,1,6,1,1,1,18
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\1921.jpg,3,1,1,6,6,1,3,1,1,6,1,1,1,32
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\4713.jpg,1,1,1,3,5,5,3,0,4,1,2,5,1,13
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3534.jpg,3,1,1,1,1,1,3,1,1,6,1,1,1,22
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\2008.jpg,3,1,1,6,1,1,3,1,1,6,1,1,1,27
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3965.jpg,4,1,2,1,2,5,3,3,4,5,1,4,0,48
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\1961.jpg,3,1,1,6,1,1,3,1,1,6,1,1,1,27
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3304.jpg,3,1,1,1,1,1,6,1,1,6,1,1,1,25
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\2528.jpg,3,1,1,1,1,1,3,1,1,6,1,1,1,22
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\356.jpg,1,1,3,3,3,5,3,1,3,1,1,1,6,28
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\1317.jpg,5,1,5,5,5,5,5,3,3,5,5,2,3,27
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\549.jpg,1,1,1,1,3,5,3,1,1,1,1,1,6,26
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\2313.jpg,3,3,3,1,6,1,1,1,1,6,1,1,1,29
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\2167.jpg,3,3,1,3,6,1,3,1,1,6,1,1,1,31
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\1111.jpg,3,3,5,0,4,2,0,4,0,1,4,1,1,15
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3374.jpg,3,1,1,1,1,1,6,1,1,6,1,1,1,25
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\2771.jpg,3,1,1,6,6,1,6,1,1,6,1,1,1,35
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\4808.jpg,1,3,3,5,5,0,3,4,5,1,4,2,0,42
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\528.jpg,1,2,3,3,3,3,3,1,3,1,1,1,6,32
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3750.jpg,1,1,3,3,4,5,3,1,3,1,1,1,6,28
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3468.jpg,3,1,1,1,1,1,6,1,1,6,1,1,1,25
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3908.jpg,2,3,1,3,1,2,2,0,5,5,1,1,1,13
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\1018.jpg,3,4,3,2,3,4,3,2,2,2,0,4,2,29
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\4537.jpg,5,4,4,1,1,1,0,2,4,5,5,5,4,11
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\2786.jpg,3,1,1,6,6,1,6,1,1,6,1,1,1,35
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\2698.jpg,3,1,1,6,6,1,6,1,1,6,1,1,1,35
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3238.jpg,3,1,1,1,1,1,6,1,1,6,1,1,1,25
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\2230.jpg,3,1,1,6,1,1,3,1,1,6,1,1,1,27
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\908.jpg,1,1,1,4,2,3,2,2,4,0,4,1,5,29
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\2787.jpg,3,1,1,6,6,1,6,1,1,6,1,1,1,35
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\2053.jpg,3,1,1,6,1,1,3,1,1,6,1,1,1,27
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\4774.jpg,0,3,3,3,2,0,0,2,2,1,5,2,1,42
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\1339.jpg,1,4,3,3,2,5,4,4,4,2,3,0,5,26
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\2174.jpg,3,3,1,3,6,1,3,1,1,6,1,1,1,31
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3184.jpg,3,1,1,1,1,1,6,1,1,6,1,1,1,25
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\192.jpg,4,3,3,3,3,3,3,3,3,4,2,4,6,40
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\4886.jpg,5,3,5,1,5,3,1,3,0,1,1,0,1,46
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\2962.jpg,1,1,1,1,1,1,1,1,1,6,1,1,1,18
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\139.jpg,6,3,3,3,3,3,3,3,3,4,2,6,6,48
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\4192.jpg,3,1,0,0,3,2,3,0,4,4,3,2,3,24
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\4348.jpg,3,0,1,3,5,0,5,0,3,2,2,4,5,10
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\2616.jpg,1,1,1,1,1,1,1,1,1,6,1,1,1,18
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\1361.jpg,5,0,5,1,0,1,4,1,0,0,2,2,3,34
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\544.jpg,1,2,3,3,3,3,3,1,3,1,1,1,6,32
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\4835.jpg,3,3,2,4,5,2,0,3,4,5,5,4,5,16
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\772.jpg,2,1,1,4,4,4,0,5,3,0,5,2,3,15
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\952.jpg,0,2,3,0,2,0,5,4,2,0,3,3,1,52
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\4340.jpg,5,1,0,5,5,5,2,1,2,0,3,5,4,15
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\1340.jpg,1,4,3,3,2,5,4,4,4,2,3,0,5,26
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\4636.jpg,3,5,5,5,2,3,5,2,2,5,3,5,5,52
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\4629.jpg,3,5,5,5,2,3,5,2,2,5,3,5,5,52
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\4616.jpg,3,4,5,4,1,3,3,3,2,4,3,3,1,27
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\2150.jpg,3,1,1,6,1,1,3,1,1,6,1,1,1,27
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\1278.jpg,4,0,5,2,3,3,0,4,4,3,4,2,3,45
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3241.jpg,3,1,1,1,1,1,6,1,1,6,1,1,1,25
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\1498.jpg,3,0,3,2,4,1,0,4,5,5,1,1,3,55
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\2677.jpg,3,1,1,6,6,1,6,1,1,6,1,1,1,35
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\4141.jpg,1,2,2,2,4,4,2,3,3,5,2,1,5,39
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\1718.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,13
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\2456.jpg,3,3,3,1,6,1,3,1,1,6,1,1,1,31
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\2214.jpg,3,1,1,3,1,1,3,1,1,6,1,1,1,24
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\1295.jpg,0,4,0,2,3,3,0,3,5,2,5,3,1,32
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\3973.jpg,5,4,4,4,5,5,1,2,2,2,5,1,2,55
E:\anas\uni\semester 7\fyp\fyp work\transformer_health_index\data\raw\images\309.jpg,4,3,3,3,3,3,3,3,3,4,2,4,6,44
